sentiment,text
5,"Great price, and shipped safely and Amazon was efficient with the packaging. I bought this pack to replace a 100 pack of Maxell cheap-o batteries that I bought on Amazon years ago. I finally ran out, and decided to try the Performance Alkaline Batteries from AmazonBasics. Quality so far seems to be good. They have been holding their charge well for the devices I'm using them on. These are primarily being used for wireless keyboards and mice, but the area that I've been able to gauge their performance is in a couple of battery operated LED light strings that I use in my studio. With the old batteries, I noticed that I would get about 48 hours of usage before the lights would start to dim. These batteries have been giving me close to double the life. For the price, quite impressed.It's hard to get too fancy on a review for AA batteries, but these happen to work quite well."
5,"These batteries seem to work great and last plenty long enough for my use cases (remotes, computer mouse, flashlights, etc.)."
5,"these batteries work extremely well, and i have proved this by field testing them in my girlfriends torpedo big john toys. Last a long time. have not experienced any moisture induced corrosion YTD."
5,"These batteries work just fine. I don't see a need for writing some big long review about batteries. All we care about is do they work, are they strong Absolutely and I will buy them again"
5,I used to by the cheap chinese batteries from HF. Now that I've discovered AmazonBasics I'm now converted. These last much longer and are the best bang for your buck. I will certainly buy more when these run out!
2,These leaked battery acid twice over a two week person in LED lights which don't pull a lot of power. I will go for a brand name next time...I can't have my students getting burns from leaky batteries.
1,These r the worst batteries ever! Amazon should stop selling!!! They last a couple of weeks on a clock! Everyone I've used! I should send back..
4,These seem to be normal AAA batteries. can't comment yet on life expectancy but for the price they could stand to be near the bottom performance and still be an okay value.
5,These seem to work just as good as any other AA battery but for SO MUCH CHEAPER. Seems like every battery operated device in our house takes AAs. I buy these as well as the Amazon rechargeable ones and they all work great. No regrets with this purchase.
5,These seem to work just as well as the expensive name brands. I will only buy these from now on.
5,These seem to work well in my household items. I have used them mostly in my remotes. I have no complaints!
5,"For the many devices that use batteries in our house, these were great, low-priced option. Will incrementally switch high-use devices to rechargeables for even greater savings."
5,"These were so cheap, but they work just as well as name brand batteries. Come in a cardboard box which is so much easier for storage than those cardboard and plastic things"
5,Great battery life! Will definitely buy again whenever this giant box of batteries runs out. expiration date several years out.
